# CSV-File created with merge-csv.com
# -----------------------------------------------------------

"Time (s)","Recording (a.u.)"
1.983333333E-2,3.625488281E-2
1.985416667E-2,3.826904297E-2
1.987500000E-2,3.973388672E-2
1.989583333E-2,4.013061523E-2
1.991666667E-2,3.881835938E-2
1.993750000E-2,3.720092773E-2
1.995833333E-2,3.390502930E-2
1.997916667E-2,3.094482422E-2
2.000000000E-2,2.664184570E-2
2.002083333E-2,2.285766602E-2
2.004166667E-2,1.995849609E-2
2.006250000E-2,1.776123047E-2
2.008333333E-2,1.660156250E-2
2.010416667E-2,1.815795898E-2
2.012500000E-2,2.008056641E-2
2.014583333E-2,2.523803711E-2
2.016666667E-2,3.024291992E-2
2.018750000E-2,3.683471680E-2
2.020833333E-2,4.226684570E-2
2.022916667E-2,4.684448242E-2
2.025000000E-2,4.870605469E-2
2.027083333E-2,4.800415039E-2
2.029166667E-2,4.461669922E-2
2.031250000E-2,3.829956055E-2
2.033333333E-2,3.201293945E-2
2.035416667E-2,2.465820312E-2
2.037500000E-2,1.947021484E-2
2.039583333E-2,1.589965820E-2
2.041666667E-2,1.470947266E-2
2.043750000E-2,1.593017578E-2
2.045833333E-2,1.797485352E-2
2.047916667E-2,2.178955078E-2
2.050000000E-2,2.517700195E-2
2.052083333E-2,2.932739258E-2
2.054166667E-2,3.170776367E-2
2.056250000E-2,3.500366211E-2
2.058333333E-2,3.515625000E-2
2.060416667E-2,3.536987305E-2
2.062500000E-2,3.359985352E-2
2.064583333E-2,3.060913086E-2
2.066666667E-2,2.682495117E-2
2.068750000E-2,2.145385742E-2
2.070833333E-2,1.687622070E-2
2.072916667E-2,1.208496094E-2
2.075000000E-2,8.605957031E-3
2.077083333E-2,5.340576172E-3
2.079166667E-2,3.753662109E-3
2.081250000E-2,3.326416016E-3
2.083333333E-2,3.814697266E-3
2.085416667E-2,6.072998047E-3
2.087500000E-2,8.483886719E-3
2.089583333E-2,1.162719727E-2
2.091666667E-2,1.437377930E-2
2.093750000E-2,1.605224609E-2
2.095833333E-2,1.629638672E-2
2.097916667E-2,1.483154297E-2
2.100000000E-2,1.052856445E-2
2.102083333E-2,5.157470703E-3
2.104166667E-2,-2.197265625E-3
2.106250000E-2,-1.062011719E-2
2.108333333E-2,-1.821899414E-2
2.110416667E-2,-2.551269531E-2
2.112500000E-2,-3.134155273E-2
2.114583333E-2,-3.396606445E-2
2.116666667E-2,-3.536987305E-2
2.118750000E-2,-3.372192383E-2
2.120833333E-2,-3.057861328E-2
2.122916667E-2,-2.630615234E-2
2.125000000E-2,-2.127075195E-2
2.127083333E-2,-1.550292969E-2
2.129166667E-2,-1.107788086E-2
2.131250000E-2,-5.889892578E-3
2.133333333E-2,-1.586914062E-3
2.135416667E-2,1.922607422E-3
2.137500000E-2,4.333496094E-3
2.139583333E-2,5.859375000E-3
2.141666667E-2,5.706787109E-3
2.143750000E-2,5.340576172E-3
2.145833333E-2,3.997802734E-3
2.147916667E-2,3.051757812E-3
2.150000000E-2,2.685546875E-3
2.152083333E-2,3.784179688E-3
2.154166667E-2,5.279541016E-3
2.156250000E-2,8.605957031E-3
2.158333333E-2,1.272583008E-2
2.160416667E-2,1.687622070E-2
2.162500000E-2,2.105712891E-2
2.164583333E-2,2.453613281E-2
2.166666667E-2,2.716064453E-2
2.168750000E-2,2.832031250E-2
2.170833333E-2,2.862548828E-2
2.172916667E-2,2.856445312E-2
2.175000000E-2,2.755737305E-2
2.177083333E-2,2.688598633E-2
2.179166667E-2,2.636718750E-2
2.181250000E-2,2.508544922E-2
2.183333333E-2,2.532958984E-2
2.185416667E-2,2.581787109E-2
2.187500000E-2,2.624511719E-2
2.189583333E-2,2.835083008E-2
2.191666667E-2,2.993774414E-2
2.193750000E-2,3.240966797E-2
2.195833333E-2,3.338623047E-2
2.197916667E-2,3.576660156E-2
2.200000000E-2,3.646850586E-2
2.202083333E-2,3.768920898E-2
2.204166667E-2,3.848266602E-2
2.206250000E-2,3.921508789E-2
2.208333333E-2,3.927612305E-2
2.210416667E-2,3.936767578E-2
2.212500000E-2,3.839111328E-2
2.214583333E-2,3.622436523E-2
2.216666667E-2,3.479003906E-2
2.218750000E-2,3.063964844E-2
2.220833333E-2,2.844238281E-2
2.222916667E-2,2.581787109E-2
2.225000000E-2,2.453613281E-2
2.227083333E-2,2.407836914E-2
2.229166667E-2,2.563476562E-2
2.231250000E-2,2.679443359E-2
2.233333333E-2,2.694702148E-2
2.235416667E-2,2.688598633E-2
2.237500000E-2,2.487182617E-2
2.239583333E-2,2.185058594E-2
2.241666667E-2,1.751708984E-2
2.243750000E-2,1.348876953E-2
2.245833333E-2,8.331298828E-3
2.247916667E-2,4.364013672E-3
2.250000000E-2,3.051757812E-4
2.252083333E-2,-2.807617188E-3
2.254166667E-2,-5.096435547E-3
2.256250000E-2,-5.798339844E-3
2.258333333E-2,-3.814697266E-3
2.260416667E-2,-7.324218750E-4
2.262500000E-2,4.241943359E-3
2.264583333E-2,9.124755859E-3
2.266666667E-2,1.525878906E-2
2.268750000E-2,1.904296875E-2
2.270833333E-2,2.246093750E-2
2.272916667E-2,2.319335938E-2
2.275000000E-2,2.246093750E-2
2.277083333E-2,2.084350586E-2
2.279166667E-2,1.861572266E-2
2.281250000E-2,1.669311523E-2
2.283333333E-2,1.333618164E-2
2.285416667E-2,1.123046875E-2
2.287500000E-2,8.331298828E-3
2.289583333E-2,6.835937500E-3
2.291666667E-2,4.882812500E-3
2.293750000E-2,4.669189453E-3
2.295833333E-2,4.974365234E-3
2.297916667E-2,6.622314453E-3
2.300000000E-2,9.490966797E-3
2.302083333E-2,1.214599609E-2
2.304166667E-2,1.623535156E-2
2.306250000E-2,1.907348633E-2
2.308333333E-2,2.209472656E-2
2.310416667E-2,2.429199219E-2
2.312500000E-2,2.478027344E-2
2.314583333E-2,2.459716797E-2
2.316666667E-2,2.224731445E-2
2.318750000E-2,1.849365234E-2
2.320833333E-2,1.473999023E-2
2.322916667E-2,1.062011719E-2
2.325000000E-2,5.920410156E-3
2.327083333E-2,2.868652344E-3
2.329166667E-2,9.460449219E-4
2.331250000E-2,4.272460938E-4
2.333333333E-2,2.288818359E-3
2.335416667E-2,5.279541016E-3
2.337500000E-2,8.605957031E-3
2.339583333E-2,1.309204102E-2
2.341666667E-2,1.754760742E-2
2.343750000E-2,2.090454102E-2
2.345833333E-2,2.349853516E-2
2.347916667E-2,2.468872070E-2
2.350000000E-2,2.407836914E-2
2.352083333E-2,2.355957031E-2
2.354166667E-2,2.090454102E-2
2.356250000E-2,1.852416992E-2
2.358333333E-2,1.608276367E-2
2.360416667E-2,1.260375977E-2
2.362500000E-2,1.019287109E-2
2.364583333E-2,8.483886719E-3
2.366666667E-2,6.652832031E-3
2.368750000E-2,6.347656250E-3
2.370833333E-2,6.042480469E-3
2.372916667E-2,6.866455078E-3
2.375000000E-2,9.002685547E-3
2.377083333E-2,1.043701172E-2
2.379166667E-2,1.370239258E-2
2.381250000E-2,1.730346680E-2
2.383333333E-2,2.148437500E-2
2.385416667E-2,2.529907227E-2
2.387500000E-2,2.856445312E-2
2.389583333E-2,3.015136719E-2
2.391666667E-2,3.002929688E-2
2.393750000E-2,2.905273438E-2
2.395833333E-2,2.505493164E-2
2.397916667E-2,2.261352539E-2
2.400000000E-2,1.861572266E-2
2.402083333E-2,1.791381836E-2
2.404166667E-2,1.678466797E-2
2.406250000E-2,2.053833008E-2
2.408333333E-2,2.377319336E-2
2.410416667E-2,2.880859375E-2
2.412500000E-2,3.451538086E-2
2.414583333E-2,3.851318359E-2
2.416666667E-2,4.333496094E-2
2.418750000E-2,4.641723633E-2
2.420833333E-2,5.014038086E-2
2.422916667E-2,5.212402344E-2
2.425000000E-2,5.429077148E-2
2.427083333E-2,5.456542969E-2
2.429166667E-2,5.288696289E-2
2.431250000E-2,5.041503906E-2
2.433333333E-2,4.724121094E-2
2.435416667E-2,4.406738281E-2
2.437500000E-2,4.174804688E-2
2.439583333E-2,4.113769531E-2
2.441666667E-2,4.193115234E-2
2.443750000E-2,4.394531250E-2
2.445833333E-2,4.763793945E-2
2.447916667E-2,5.187988281E-2
2.450000000E-2,5.673217773E-2
2.452083333E-2,6.268310547E-2
2.454166667E-2,6.838989258E-2
2.456250000E-2,7.330322266E-2
2.458333333E-2,7.681274414E-2
2.460416667E-2,7.778930664E-2
2.462500000E-2,7.565307617E-2
2.464583333E-2,7.217407227E-2
2.466666667E-2,6.677246094E-2
2.468750000E-2,6.027221680E-2
2.470833333E-2,5.523681641E-2
2.472916667E-2,4.965209961E-2
2.475000000E-2,4.608154297E-2
2.477083333E-2,4.263305664E-2
2.479166667E-2,4.144287109E-2
2.481250000E-2,3.945922852E-2
2.483333333E-2,3.991699219E-2
2.485416667E-2,4.010009766E-2
2.487500000E-2,4.043579102E-2
2.489583333E-2,3.997802734E-2
2.491666667E-2,3.887939453E-2
2.493750000E-2,3.488159180E-2
2.495833333E-2,3.097534180E-2
2.497916667E-2,2.536010742E-2
2.500000000E-2,1.870727539E-2
2.502083333E-2,1.208496094E-2
2.504166667E-2,5.828857422E-3
2.506250000E-2,-7.324218750E-4
2.508333333E-2,-5.096435547E-3
2.510416667E-2,-7.904052734E-3
2.512500000E-2,-9.979248047E-3
2.514583333E-2,-8.880615234E-3
2.516666667E-2,-6.958007812E-3
2.518750000E-2,-3.967285156E-3
2.520833333E-2,-6.408691406E-4
2.522916667E-2,2.899169922E-3
2.525000000E-2,5.065917969E-3
2.527083333E-2,6.286621094E-3
2.529166667E-2,6.072998047E-3
2.531250000E-2,3.631591797E-3
2.533333333E-2,4.577636719E-4
2.535416667E-2,-2.746582031E-3
2.537500000E-2,-6.439208984E-3
2.539583333E-2,-8.331298828E-3
2.541666667E-2,-9.643554688E-3
2.543750000E-2,-8.453369141E-3
2.545833333E-2,-7.873535156E-3
2.547916667E-2,-5.004882812E-3
2.550000000E-2,-2.685546875E-3
2.552083333E-2,4.882812500E-4
2.554166667E-2,4.455566406E-3
2.556250000E-2,8.331298828E-3
2.558333333E-2,1.123046875E-2
2.560416667E-2,1.538085938E-2
2.562500000E-2,1.751708984E-2
2.564583333E-2,1.806640625E-2
2.566666667E-2,1.837158203E-2
2.568750000E-2,1.550292969E-2
2.570833333E-2,1.177978516E-2
2.572916667E-2,8.575439453E-3
2.575000000E-2,2.899169922E-3
2.577083333E-2,-8.850097656E-4
2.579166667E-2,-3.662109375E-3
2.581250000E-2,-5.340576172E-3
2.583333333E-2,-4.028320312E-3
2.585416667E-2,-1.098632812E-3
2.587500000E-2,4.150390625E-3
2.589583333E-2,1.077270508E-2
2.591666667E-2,1.766967773E-2
2.593750000E-2,2.389526367E-2
2.595833333E-2,2.853393555E-2
2.597916667E-2,3.076171875E-2
2.600000000E-2,3.131103516E-2
2.602083333E-2,2.978515625E-2
2.604166667E-2,2.752685547E-2
2.606250000E-2,2.322387695E-2
2.608333333E-2,1.980590820E-2
2.610416667E-2,1.516723633E-2
2.612500000E-2,1.126098633E-2
2.614583333E-2,7.354736328E-3
2.616666667E-2,4.486083984E-3
2.618750000E-2,2.227783203E-3
2.620833333E-2,1.617431641E-3
2.622916667E-2,1.464843750E-3
2.625000000E-2,2.777099609E-3
2.627083333E-2,5.218505859E-3
2.629166667E-2,7.873535156E-3
2.631250000E-2,9.765625000E-3
2.633333333E-2,1.190185547E-2
2.635416667E-2,1.287841797E-2
2.637500000E-2,1.290893555E-2
2.639583333E-2,1.153564453E-2
2.641666667E-2,1.007080078E-2
2.643750000E-2,5.798339844E-3
2.645833333E-2,2.410888672E-3
2.647916667E-2,-3.967285156E-3
2.650000000E-2,-9.002685547E-3
2.652083333E-2,-1.602172852E-2
2.654166667E-2,-2.178955078E-2
2.656250000E-2,-2.725219727E-2
2.658333333E-2,-3.192138672E-2
2.660416667E-2,-3.424072266E-2
2.662500000E-2,-3.613281250E-2
2.664583333E-2,-3.637695312E-2
2.666666667E-2,-3.552246094E-2
2.668750000E-2,-3.549194336E-2
2.670833333E-2,-3.482055664E-2
2.672916667E-2,-3.524780273E-2
2.675000000E-2,-3.756713867E-2
2.677083333E-2,-4.071044922E-2
2.679166667E-2,-4.357910156E-2
2.681250000E-2,-4.840087891E-2
2.683333333E-2,-5.001831055E-2
2.685416667E-2,-5.233764648E-2
2.687500000E-2,-5.331420898E-2
2.689583333E-2,-5.261230469E-2
2.691666667E-2,-5.236816406E-2
2.693750000E-2,-5.108642578E-2
2.695833333E-2,-5.114746094E-2
2.697916667E-2,-5.053710938E-2
2.700000000E-2,-5.084228516E-2
2.702083333E-2,-5.044555664E-2
2.704166667E-2,-4.989624023E-2
2.706250000E-2,-4.992675781E-2
2.708333333E-2,-4.895019531E-2
2.710416667E-2,-4.846191406E-2
2.712500000E-2,-4.711914062E-2
2.714583333E-2,-4.531860352E-2
2.716666667E-2,-4.248046875E-2
2.718750000E-2,-3.985595703E-2
2.720833333E-2,-3.683471680E-2
2.722916667E-2,-3.311157227E-2
2.725000000E-2,-3.176879883E-2
2.727083333E-2,-2.987670898E-2
2.729166667E-2,-3.036499023E-2
2.731250000E-2,-2.923583984E-2
2.733333333E-2,-3.024291992E-2
2.735416667E-2,-2.877807617E-2
2.737500000E-2,-2.911376953E-2
2.739583333E-2,-2.877807617E-2
2.741666667E-2,-2.801513672E-2
2.743750000E-2,-2.719116211E-2
2.745833333E-2,-2.609252930E-2
2.747916667E-2,-2.557373047E-2
2.750000000E-2,-2.395629883E-2
2.752083333E-2,-2.416992188E-2
2.754166667E-2,-2.465820312E-2
2.756250000E-2,-2.560424805E-2
2.758333333E-2,-2.655029297E-2
2.760416667E-2,-2.813720703E-2
2.762500000E-2,-2.755737305E-2
2.764583333E-2,-2.703857422E-2
2.766666667E-2,-2.627563477E-2
2.768750000E-2,-2.523803711E-2
2.770833333E-2,-2.587890625E-2
2.772916667E-2,-2.734375000E-2
2.775000000E-2,-3.042602539E-2
2.777083333E-2,-3.375244141E-2
2.779166667E-2,-3.854370117E-2
2.781250000E-2,-4.223632812E-2
2.783333333E-2,-4.586791992E-2
2.785416667E-2,-4.818725586E-2
2.787500000E-2,-5.075073242E-2
2.789583333E-2,-5.065917969E-2
2.791666667E-2,-4.998779297E-2
2.793750000E-2,-4.830932617E-2
2.795833333E-2,-4.428100586E-2
2.797916667E-2,-4.049682617E-2
2.800000000E-2,-3.582763672E-2
2.802083333E-2,-3.189086914E-2
2.804166667E-2,-2.798461914E-2
2.806250000E-2,-2.636718750E-2
2.808333333E-2,-2.539062500E-2
2.810416667E-2,-2.468872070E-2
2.812500000E-2,-2.441406250E-2
2.814583333E-2,-2.383422852E-2
2.816666667E-2,-2.368164062E-2
2.818750000E-2,-2.288818359E-2
2.820833333E-2,-2.252197266E-2
2.822916667E-2,-2.136230469E-2
2.825000000E-2,-2.023315430E-2
2.827083333E-2,-1.867675781E-2
2.829166667E-2,-1.498413086E-2
2.831250000E-2,-1.126098633E-2
2.833333333E-2,-6.317138672E-3
2.835416667E-2,-2.868652344E-3
2.837500000E-2,9.460449219E-4
2.839583333E-2,3.509521484E-3
2.841666667E-2,5.798339844E-3
2.843750000E-2,7.446289062E-3
2.845833333E-2,8.758544922E-3
2.847916667E-2,1.019287109E-2
2.850000000E-2,1.144409180E-2
2.852083333E-2,1.318359375E-2
2.854166667E-2,1.309204102E-2
2.856250000E-2,1.412963867E-2
2.858333333E-2,1.321411133E-2
2.860416667E-2,1.254272461E-2
2.862500000E-2,1.129150391E-2
2.864583333E-2,9.429931641E-3
2.866666667E-2,7.110595703E-3
2.868750000E-2,4.394531250E-3
2.870833333E-2,1.434326172E-3
2.872916667E-2,-2.014160156E-3
2.875000000E-2,-4.058837891E-3
2.877083333E-2,-7.354736328E-3
2.879166667E-2,-8.209228516E-3
2.881250000E-2,-9.399414062E-3
2.883333333E-2,-8.697509766E-3
2.885416667E-2,-7.019042969E-3
2.887500000E-2,-2.960205078E-3
2.889583333E-2,1.678466797E-3
2.891666667E-2,7.629394531E-3
2.893750000E-2,1.275634766E-2
2.895833333E-2,1.513671875E-2
2.897916667E-2,1.577758789E-2
2.900000000E-2,1.205444336E-2
2.902083333E-2,5.889892578E-3
2.904166667E-2,-2.380371094E-3
2.906250000E-2,-1.162719727E-2
2.908333333E-2,-2.023315430E-2
2.910416667E-2,-2.758789062E-2
2.912500000E-2,-3.378295898E-2
2.914583333E-2,-3.826904297E-2
2.916666667E-2,-3.991699219E-2
2.918750000E-2,-3.979492188E-2
2.920833333E-2,-3.729248047E-2
2.922916667E-2,-3.381347656E-2
2.925000000E-2,-2.987670898E-2
2.927083333E-2,-2.655029297E-2
2.929166667E-2,-2.435302734E-2
2.931250000E-2,-2.514648438E-2
2.933333333E-2,-2.816772461E-2
2.935416667E-2,-3.329467773E-2
2.937500000E-2,-3.884887695E-2
2.939583333E-2,-4.571533203E-2
2.941666667E-2,-5.056762695E-2
2.943750000E-2,-5.398559570E-2
2.945833333E-2,-5.578613281E-2
2.947916667E-2,-5.471801758E-2
2.950000000E-2,-5.285644531E-2
2.952083333E-2,-5.010986328E-2
2.954166667E-2,-4.730224609E-2
2.956250000E-2,-4.553222656E-2
2.958333333E-2,-4.525756836E-2
2.960416667E-2,-4.504394531E-2
2.962500000E-2,-4.681396484E-2
2.964583333E-2,-4.830932617E-2
2.966666667E-2,-4.986572266E-2
2.968750000E-2,-5.047607422E-2
2.970833333E-2,-5.007934570E-2
2.972916667E-2,-4.724121094E-2
2.975000000E-2,-4.205322266E-2
2.977083333E-2,-3.573608398E-2
2.979166667E-2,-2.810668945E-2
2.981250000E-2,-2.011108398E-2
2.983333333E-2,-1.379394531E-2
2.985416667E-2,-8.697509766E-3
2.987500000E-2,-6.286621094E-3
2.989583333E-2,-6.835937500E-3
2.991666667E-2,-9.277343750E-3
2.993750000E-2,-1.257324219E-2
2.995833333E-2,-1.696777344E-2
2.997916667E-2,-2.001953125E-2
3.000000000E-2,-2.175903320E-2
3.002083333E-2,-2.087402344E-2
3.004166667E-2,-1.852416992E-2
3.006250000E-2,-1.263427734E-2
3.008333333E-2,-7.751464844E-3
3.010416667E-2,-6.103515625E-5
3.012500000E-2,6.347656250E-3
3.014583333E-2,1.251220703E-2
3.016666667E-2,1.770019531E-2
3.018750000E-2,2.090454102E-2
3.020833333E-2,2.352905273E-2
3.022916667E-2,2.377319336E-2
3.025000000E-2,2.401733398E-2
3.027083333E-2,2.096557617E-2
3.029166667E-2,1.864624023E-2
3.031250000E-2,1.535034180E-2
3.033333333E-2,1.168823242E-2
3.035416667E-2,8.941650391E-3
3.037500000E-2,5.462646484E-3
3.039583333E-2,2.746582031E-3
3.041666667E-2,7.019042969E-4
3.043750000E-2,3.967285156E-4
3.045833333E-2,-7.629394531E-4
3.047916667E-2,1.281738281E-3
3.050000000E-2,3.143310547E-3
3.052083333E-2,6.164550781E-3
3.054166667E-2,9.124755859E-3
3.056250000E-2,1.058959961E-2
3.058333333E-2,1.113891602E-2
3.060416667E-2,8.697509766E-3
3.062500000E-2,5.554199219E-3
3.064583333E-2,-1.525878906E-4
3.066666667E-2,-6.500244141E-3
3.068750000E-2,-1.165771484E-2
3.070833333E-2,-1.660156250E-2
3.072916667E-2,-1.950073242E-2
3.075000000E-2,-2.099609375E-2
3.077083333E-2,-2.160644531E-2
3.079166667E-2,-2.124023438E-2
3.081250000E-2,-1.980590820E-2
3.083333333E-2,-1.861572266E-2
3.085416667E-2,-1.666259766E-2
3.087500000E-2,-1.571655273E-2
3.089583333E-2,-1.464843750E-2
3.091666667E-2,-1.373291016E-2
3.093750000E-2,-1.348876953E-2
3.095833333E-2,-1.300048828E-2
3.097916667E-2,-1.266479492E-2
3.100000000E-2,-1.196289062E-2
3.102083333E-2,-1.147460938E-2
3.104166667E-2,-1.055908203E-2
3.106250000E-2,-1.049804688E-2
3.108333333E-2,-9.857177734E-3
3.110416667E-2,-9.155273438E-3
3.112500000E-2,-8.148193359E-3
3.114583333E-2,-5.554199219E-3
3.116666667E-2,-2.655029297E-3
3.118750000E-2,-3.051757812E-5
3.120833333E-2,4.302978516E-3
3.122916667E-2,7.049560547E-3
3.125000000E-2,1.000976562E-2
3.127083333E-2,1.257324219E-2
3.129166667E-2,1.336669922E-2
3.131250000E-2,1.397705078E-2
3.133333333E-2,1.327514648E-2
3.135416667E-2,1.162719727E-2
3.137500000E-2,8.483886719E-3
3.139583333E-2,6.530761719E-3
3.141666667E-2,3.417968750E-3
3.143750000E-2,1.678466797E-3
3.145833333E-2,-3.051757812E-5
3.147916667E-2,4.577636719E-4
3.150000000E-2,-9.155273438E-5
3.152083333E-2,-6.103515625E-5
3.154166667E-2,-7.019042969E-4
3.156250000E-2,-2.532958984E-3
3.158333333E-2,-5.432128906E-3
3.160416667E-2,-8.270263672E-3
3.162500000E-2,-1.205444336E-2
3.164583333E-2,-1.568603516E-2
3.166666667E-2,-1.931762695E-2
3.168750000E-2,-2.328491211E-2
3.170833333E-2,-2.731323242E-2
3.172916667E-2,-3.115844727E-2
3.175000000E-2,-3.482055664E-2
3.177083333E-2,-3.817749023E-2
3.179166667E-2,-4.040527344E-2
3.181250000E-2,-4.190063477E-2
3.183333333E-2,-4.244995117E-2
3.185416667E-2,-4.171752930E-2
3.187500000E-2,-3.887939453E-2
3.189583333E-2,-3.643798828E-2
3.191666667E-2,-3.146362305E-2
3.193750000E-2,-2.703857422E-2
3.195833333E-2,-2.380371094E-2
3.197916667E-2,-2.087402344E-2
3.200000000E-2,-1.992797852E-2
3.202083333E-2,-2.069091797E-2
3.204166667E-2,-2.221679688E-2
3.206250000E-2,-2.429199219E-2
3.208333333E-2,-2.755737305E-2
3.210416667E-2,-2.859497070E-2
3.212500000E-2,-3.042602539E-2
3.214583333E-2,-3.002929688E-2
3.216666667E-2,-2.755737305E-2
3.218750000E-2,-2.346801758E-2
3.220833333E-2,-1.898193359E-2
3.222916667E-2,-1.269531250E-2
3.225000000E-2,-6.439208984E-3
3.227083333E-2,-1.434326172E-3
3.229166667E-2,4.333496094E-3
3.231250000E-2,7.812500000E-3
3.233333333E-2,1.144409180E-2
3.235416667E-2,1.367187500E-2
3.237500000E-2,1.495361328E-2
3.239583333E-2,1.501464844E-2
3.241666667E-2,1.327514648E-2
3.243750000E-2,1.019287109E-2
3.245833333E-2,7.019042969E-3
3.247916667E-2,2.166748047E-3
3.250000000E-2,-1.159667969E-3
3.252083333E-2,-2.990722656E-3
3.254166667E-2,-3.509521484E-3
3.256250000E-2,-1.190185547E-3
3.258333333E-2,2.899169922E-3
3.260416667E-2,8.483886719E-3
3.262500000E-2,1.397705078E-2
3.264583333E-2,1.998901367E-2
3.266666667E-2,2.401733398E-2
3.268750000E-2,2.749633789E-2
3.270833333E-2,2.755737305E-2
3.272916667E-2,2.807617188E-2
3.275000000E-2,2.517700195E-2
3.277083333E-2,2.221679688E-2
3.279166667E-2,1.849365234E-2
3.281250000E-2,1.437377930E-2
3.283333333E-2,1.010131836E-2
3.285416667E-2,6.744384766E-3
3.287500000E-2,4.028320312E-3
3.289583333E-2,1.434326172E-3
3.291666667E-2,1.525878906E-3
3.293750000E-2,1.495361328E-3
3.295833333E-2,2.441406250E-3
3.297916667E-2,5.004882812E-3
3.300000000E-2,6.774902344E-3
3.302083333E-2,8.483886719E-3
3.304166667E-2,9.399414062E-3
3.306250000E-2,9.674072266E-3
3.308333333E-2,8.270263672E-3
3.310416667E-2,6.958007812E-3
3.312500000E-2,4.547119141E-3
3.314583333E-2,2.319335938E-3
3.316666667E-2,1.068115234E-3
3.318750000E-2,2.746582031E-4
3.320833333E-2,-6.103515625E-4
3.322916667E-2,-1.953125000E-3
3.325000000E-2,-3.234863281E-3
3.327083333E-2,-6.286621094E-3
3.329166667E-2,-9.460449219E-3
3.331250000E-2,-1.181030273E-2
3.333333333E-2,-1.547241211E-2
3.335416667E-2,-1.599121094E-2
3.337500000E-2,-1.684570312E-2
3.339583333E-2,-1.553344727E-2
3.341666667E-2,-1.501464844E-2
3.343750000E-2,-1.419067383E-2
3.345833333E-2,-1.412963867E-2
3.347916667E-2,-1.461791992E-2
3.350000000E-2,-1.538085938E-2
3.352083333E-2,-1.657104492E-2
3.354166667E-2,-1.803588867E-2
3.356250000E-2,-1.934814453E-2
3.358333333E-2,-2.056884766E-2
3.360416667E-2,-2.191162109E-2
3.362500000E-2,-2.404785156E-2
3.364583333E-2,-2.441406250E-2
3.366666667E-2,-2.593994141E-2
3.368750000E-2,-2.453613281E-2
3.370833333E-2,-2.325439453E-2
3.372916667E-2,-1.992797852E-2
3.375000000E-2,-1.638793945E-2
3.377083333E-2,-1.272583008E-2
3.379166667E-2,-9.277343750E-3
3.381250000E-2,-7.141113281E-3
3.383333333E-2,-5.828857422E-3
3.385416667E-2,-5.889892578E-3
3.387500000E-2,-5.615234375E-3
3.389583333E-2,-7.202148438E-3
3.391666667E-2,-7.385253906E-3
3.393750000E-2,-8.605957031E-3
3.395833333E-2,-8.575439453E-3
3.397916667E-2,-7.232666016E-3
3.400000000E-2,-5.371093750E-3
3.402083333E-2,-3.753662109E-3
3.404166667E-2,-9.155273438E-5
3.406250000E-2,1.220703125E-3
3.408333333E-2,2.624511719E-3
3.410416667E-2,3.814697266E-3
3.412500000E-2,2.807617188E-3
3.414583333E-2,1.647949219E-3
3.416666667E-2,3.662109375E-4
3.418750000E-2,-3.479003906E-3
3.420833333E-2,-7.202148438E-3
3.422916667E-2,-1.153564453E-2
3.425000000E-2,-1.724243164E-2
3.427083333E-2,-2.243041992E-2
3.429166667E-2,-2.630615234E-2
3.431250000E-2,-2.969360352E-2
3.433333333E-2,-3.067016602E-2
3.435416667E-2,-3.048706055E-2
3.437500000E-2,-2.792358398E-2
3.439583333E-2,-2.584838867E-2
3.441666667E-2,-2.233886719E-2
3.443750000E-2,-1.959228516E-2
3.445833333E-2,-1.889038086E-2
3.447916667E-2,-1.861572266E-2
3.450000000E-2,-2.020263672E-2
3.452083333E-2,-2.468872070E-2
3.454166667E-2,-2.935791016E-2
3.456250000E-2,-3.604125977E-2
3.458333333E-2,-4.272460938E-2
3.460416667E-2,-4.943847656E-2
3.462500000E-2,-5.413818359E-2
3.464583333E-2,-5.804443359E-2
3.466666667E-2,-5.902099609E-2
3.468750000E-2,-5.740356445E-2
3.470833333E-2,-5.429077148E-2
3.472916667E-2,-4.891967773E-2
3.475000000E-2,-4.119873047E-2
3.477083333E-2,-3.240966797E-2
3.479166667E-2,-2.276611328E-2
3.481250000E-2,-1.184082031E-2
3.483333333E-2,-2.532958984E-3
3.485416667E-2,4.943847656E-3
3.487500000E-2,1.074218750E-2
3.489583333E-2,1.229858398E-2
3.491666667E-2,1.239013672E-2
3.493750000E-2,9.918212891E-3
3.495833333E-2,8.514404297E-3
3.497916667E-2,5.462646484E-3
3.500000000E-2,4.730224609E-3
3.502083333E-2,3.662109375E-3
3.504166667E-2,4.302978516E-3
3.506250000E-2,6.896972656E-3
3.508333333E-2,1.110839844E-2
3.510416667E-2,1.953125000E-2
3.512500000E-2,2.920532227E-2
3.514583333E-2,4.287719727E-2
3.516666667E-2,5.532836914E-2
3.518750000E-2,6.829833984E-2
3.520833333E-2,7.791137695E-2
3.522916667E-2,8.502197266E-2
3.525000000E-2,8.767700195E-2
3.527083333E-2,8.758544922E-2
3.529166667E-2,8.489990234E-2
3.531250000E-2,7.888793945E-2
3.533333333E-2,7.278442383E-2
3.535416667E-2,6.518554688E-2
3.537500000E-2,5.935668945E-2
3.539583333E-2,5.401611328E-2
3.541666667E-2,5.209350586E-2
3.543750000E-2,5.035400391E-2
3.545833333E-2,5.270385742E-2
3.547916667E-2,5.639648438E-2
3.550000000E-2,6.054687500E-2
3.552083333E-2,6.683349609E-2
3.554166667E-2,7.141113281E-2
3.556250000E-2,7.586669922E-2
